,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,In_nascent_v0,keyword,IsGRO-seq (TRUE or FALSE),keyword
SRR5064693,3/9/17 10:01,11/30/16 17:17,25058110,1277963610,0,51,468,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/004945/SRR5064693,SRX2385062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827150,SAMN06090672,simple,7227,Drosophila melanogaster,GSM2410960,,,,,,,no,,,,,GEO,SRA500006,,public,2F99A2FA3E9227DBDD38857293C9A5C8,8455A2262E7E0BE155DB7CF3E4D0982A,FALSE,,,
SRR5064694,3/9/17 10:01,11/30/16 17:26,22002509,1122127959,0,51,410,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/004945/SRR5064694,SRX2385063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827151,SAMN06090683,simple,7227,Drosophila melanogaster,GSM2410961,,,,,,,no,,,,,GEO,SRA500006,,public,9DC7DC5A550A6F2076215E3967FC5031,A3AC1C078644A91AD1C9B9C71E94FAF1,FALSE,,,
SRR5064695,3/9/17 10:01,11/30/16 17:17,25174804,1283915004,0,51,472,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/004945/SRR5064695,SRX2385064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827152,SAMN06090682,simple,7227,Drosophila melanogaster,GSM2410962,,,,,,,no,,,,,GEO,SRA500006,,public,E69F8BD79653D994315D7CA4769CAB97,53A824DAEC6B54BF3C01D22DC7F74C34,FALSE,,,
SRR5064696,3/9/17 10:01,11/30/16 17:15,18242902,930388002,0,51,317,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/004945/SRR5064696,SRX2385065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827153,SAMN06090681,simple,7227,Drosophila melanogaster,GSM2410963,,,,,,,no,,,,,GEO,SRA500006,,public,ECFCAA0A316113334070A28A3FA87E18,0C16CE0761C2B9C7CB8D699792BC40CE,FALSE,,,
SRR5064697,3/9/17 10:01,11/30/16 17:15,16082430,820203930,0,51,280,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/004945/SRR5064697,SRX2385066,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827154,SAMN06090680,simple,7227,Drosophila melanogaster,GSM2410964,,,,,,,no,,,,,GEO,SRA500006,,public,575F8D975846A202B01625D51216B5AB,45BEBDA2C3E3EDA6C0F7B83875367F02,FALSE,,,
SRR5064698,3/9/17 10:01,11/30/16 17:16,20734020,1057435020,0,51,359,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/004945/SRR5064698,SRX2385067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827155,SAMN06090679,simple,7227,Drosophila melanogaster,GSM2410965,,,,,,,no,,,,,GEO,SRA500006,,public,A6AFCD0915769140D46B26AB240FA767,A9D471130BA30367DEB4C74896327031,FALSE,,,
SRR5064699,3/9/17 10:01,11/30/16 17:15,17519222,893480322,0,51,305,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/004945/SRR5064699,SRX2385068,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094128,PRJNA355594,2,355594,SRS1827156,SAMN06090678,simple,7227,Drosophila melanogaster,GSM2410966,,,,,,,no,,,,,GEO,SRA500006,,public,AD00BE67D96726FB23D8AA5633DD98D6,9BAF8375AC9230276537635AEF737CD6,FALSE,,,
SRR5084317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5084324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaukowitch2017,,
SRR5085734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5085900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williamson2016,,
SRR5087850,7/10/17 17:08,12/8/16 12:35,33742444,1687122200,0,50,1035,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004968/SRR5087850,SRX2404849,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094765,PRJNA356734,2,356734,SRS1844055,SAMN06122744,simple,10090,Mus musculus,GSM2420116,,,,,,,no,,,,,GEO,SRA501594,,public,0A85242AA7709CD3FF029B2D38354EAA,BDB14F8642EF62954A15C4003D53A607,FALSE,,,
SRR5087851,7/10/17 17:08,12/8/16 12:36,26910110,1345505500,0,50,843,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004968/SRR5087851,SRX2404850,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094765,PRJNA356734,2,356734,SRS1844056,SAMN06122750,simple,10090,Mus musculus,GSM2420117,,,,,,,no,,,,,GEO,SRA501594,,public,2EB3249164C1B756B3C7079AF44E4B32,0485534916EA3037EE087EB696C19134,FALSE,,,
SRR5087852,7/10/17 17:08,12/8/16 12:32,12100905,605045250,0,50,322,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004968/SRR5087852,SRX2404851,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094765,PRJNA356734,2,356734,SRS1844057,SAMN06122743,simple,10090,Mus musculus,GSM2420118,,,,,,,no,,,,,GEO,SRA501594,,public,5541D0C6269B72A101EF3F5850FA6EBD,EA60D31EBAE59D98704CFDE52739A251,FALSE,,,
SRR5087853,7/10/17 17:08,12/8/16 12:55,79194691,7919469100,0,100,5312,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004968/SRR5087853,SRX2404852,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094765,PRJNA356734,2,356734,SRS1844058,SAMN06122749,simple,10090,Mus musculus,GSM2420119,,,,,,,no,,,,,GEO,SRA501594,,public,E4F28B08F8E03FA0531B1982633B4DC4,153FAA93829150166F0127074C70BA7C,FALSE,,,
SRR5087854,7/10/17 17:08,12/8/16 12:40,54082514,5408251400,0,100,3159,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004968/SRR5087854,SRX2404853,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094765,PRJNA356734,2,356734,SRS1844059,SAMN06122748,simple,10090,Mus musculus,GSM2420120,,,,,,,no,,,,,GEO,SRA501594,,public,CFE4CC1177C1E7E12C9BD4435F80BFA9,7C3CE58535D8317D59B41410D3B8910E,FALSE,,,
SRR5099666,10/30/17 19:11,12/19/16 16:37,19265569,1610727962,0,83,619,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099666,SRX2416422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853990,SAMN06133027,simple,9615,Canis lupus familiaris,GSM2425123,,,,,,,no,,,,,GEO,SRA502510,,public,1FAF54F3E16E002E1FCBBDF512EEF3BF,B862746BA06303A43935F3F3BBFB2367,FALSE,,,
SRR5099667,10/30/17 19:11,1/25/17 13:42,8251211,655784423,0,79,190,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/004980/SRR5099667,SRX2416423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853988,SAMN06133026,simple,9615,Canis lupus familiaris,GSM2425124,,,,,,,no,,,,,GEO,SRA502510,,public,2779CD1192DDE70D631278FE092B47AE,104F82D818CB274A502E2EBF56F276AB,FALSE,,,
SRR5099668,10/30/17 19:11,12/19/16 16:44,29405961,2682779750,0,91,1464,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099668,SRX2416424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853989,SAMN06133025,simple,9615,Canis lupus familiaris,GSM2425125,,,,,,,no,,,,,GEO,SRA502510,,public,49FDCB83E629532CEA00495FD44CEC0B,598052FC20EB99E1A18AA3BA071E6D7B,FALSE,,,
SRR5099669,10/30/17 19:11,12/19/16 16:42,47058688,4310469664,0,91,2338,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099669,SRX2416425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853991,SAMN06133024,simple,9615,Canis lupus familiaris,GSM2425126,,,,,,,no,,,,,GEO,SRA502510,,public,6930BA1F5174E548752E3981C6EEAB3E,C1E64A70B40BFEDE65AC0842AD18760A,FALSE,,,
SRR5099670,10/30/17 19:11,12/19/16 16:37,19924701,1843363121,0,92,991,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099670,SRX2416426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853992,SAMN06133023,simple,9615,Canis lupus familiaris,GSM2425127,,,,,,,no,,,,,GEO,SRA502510,,public,146D4C577004865F1AD2AAFEB13CA7AB,14E6A280AB21F90CEC491AD6DABEC547,FALSE,,,
SRR5099671,10/30/17 19:11,12/19/16 16:41,44103874,4053888612,0,91,2185,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099671,SRX2416427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853993,SAMN06133022,simple,9615,Canis lupus familiaris,GSM2425128,,,,,,,no,,,,,GEO,SRA502510,,public,7108FF9E6562373530679BC0CE00744C,C03C7524BFCBC20F8ACEAFBEB0AA9696,FALSE,,,
SRR5099672,10/30/17 19:11,12/19/16 16:40,40348395,3829679211,0,94,1843,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099672,SRX2416428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853994,SAMN06133021,simple,9615,Canis lupus familiaris,GSM2425129,,,,,,,no,,,,,GEO,SRA502510,,public,05324A498BAA51FA0AC874BCD0D53BA5,C9812ADB2B95718BF527307F36BCD186,FALSE,,,
SRR5099673,10/30/17 19:11,12/19/16 16:41,41065640,3879704475,0,94,1897,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099673,SRX2416429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853995,SAMN06133020,simple,9615,Canis lupus familiaris,GSM2425130,,,,,,,no,,,,,GEO,SRA502510,,public,5A084A9EF10A17CEE60CE18DDD201E91,B45492B967AE5B4776D4B95BBCADF402,FALSE,,,
SRR5099674,10/30/17 19:11,12/19/16 16:50,55848622,5284933856,0,94,2597,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099674,SRX2416430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853996,SAMN06133019,simple,9615,Canis lupus familiaris,GSM2425131,,,,,,,no,,,,,GEO,SRA502510,,public,E55C718F625BBB8845416A19686C5D3C,30F8A3D571CE94EFB98D57B838AD32C9,FALSE,,,
SRR5099675,10/30/17 19:11,12/19/16 16:37,16232535,1536959448,0,94,759,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099675,SRX2416431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853997,SAMN06133018,simple,9615,Canis lupus familiaris,GSM2425132,,,,,,,no,,,,,GEO,SRA502510,,public,3885718866F6E22F1DF79729F3747053,468026221A938CE15EAB29964E4CE244,FALSE,,,
SRR5099676,10/30/17 19:11,12/19/16 16:40,24839218,2283217094,0,91,1236,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099676,SRX2416432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853998,SAMN06133017,simple,9615,Canis lupus familiaris,GSM2425133,,,,,,,no,,,,,GEO,SRA502510,,public,4667B8CBB2FD1E478FCAF6F02227C9DB,B72C62E7D40D652C4E8EF3D8D966AF97,FALSE,,,
SRR5099677,10/30/17 19:11,12/19/16 16:40,29549249,2710759321,0,91,1517,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099677,SRX2416433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1853999,SAMN06133016,simple,9615,Canis lupus familiaris,GSM2425134,,,,,,,no,,,,,GEO,SRA502510,,public,748EB2493172A71C704239882D404EAA,E74F33018C2502D72C2ED887DCB2DBED,FALSE,,,
SRR5099678,10/30/17 19:11,12/19/16 16:50,31625620,2897734919,0,91,1631,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099678,SRX2416434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854001,SAMN06133015,simple,9615,Canis lupus familiaris,GSM2425135,,,,,,,no,,,,,GEO,SRA502510,,public,D61CDB7B8D35E0CBEBF440563C19D64B,0065C0D2DEA0F597F0F36293F6289F1B,FALSE,,,
SRR5099679,10/30/17 19:11,12/19/16 16:50,36148626,3296874170,0,91,1855,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099679,SRX2416435,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854000,SAMN06133014,simple,9615,Canis lupus familiaris,GSM2425136,,,,,,,no,,,,,GEO,SRA502510,,public,9CC4DDDFF3744C1395DBFCEDCA822C96,B6589BF4F80A24C639E0C02A9DE02233,FALSE,,,
SRR5099680,10/30/17 19:11,12/19/16 16:44,37055079,3389248140,0,91,1901,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099680,SRX2416436,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854002,SAMN06133013,simple,9615,Canis lupus familiaris,GSM2425137,,,,,,,no,,,,,GEO,SRA502510,,public,A2AE85E1D1DF3CE509B0D5000E3AECCE,B175C7F91ECDC081137D177334BC05CE,FALSE,,,
SRR5099681,10/30/17 19:11,12/19/16 16:37,16395313,1224878508,0,74,261,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099681,SRX2416437,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854005,SAMN06133012,simple,9615,Canis lupus familiaris,GSM2425138,,,,,,,no,,,,,GEO,SRA502510,,public,D29F7FC0B5174877AD8E1A1410E90D95,409B5685A3E18195735D0CA095D2E0E3,FALSE,,,
SRR5099682,10/30/17 19:11,12/19/16 16:42,36810369,2750183564,0,74,592,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099682,SRX2416438,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854003,SAMN06133011,simple,9615,Canis lupus familiaris,GSM2425139,,,,,,,no,,,,,GEO,SRA502510,,public,61F8DB7D7088F3ED631B3861E0CDDC0B,B293EDD5BF24496FF6FE47D4343308A6,FALSE,,,
SRR5099683,10/30/17 19:11,12/19/16 16:39,24378965,1821417047,0,74,391,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099683,SRX2416439,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854004,SAMN06133010,simple,9615,Canis lupus familiaris,GSM2425140,,,,,,,no,,,,,GEO,SRA502510,,public,32F16550255DC919B7D4DF990EC9559F,99185EB3B5FF2C35FA82657704681A59,FALSE,,,
SRR5099684,10/30/17 19:11,12/19/16 16:47,53331859,3984297142,0,74,852,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099684,SRX2416440,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854006,SAMN06133009,simple,9615,Canis lupus familiaris,GSM2425141,,,,,,,no,,,,,GEO,SRA502510,,public,B53CB4E639347A30610D622A71B729FD,C9184CD5392403E7775D94F99879CB1C,FALSE,,,
SRR5099685,10/30/17 19:11,12/19/16 16:40,34081936,2545731155,0,74,538,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099685,SRX2416441,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854007,SAMN06133008,simple,9615,Canis lupus familiaris,GSM2425142,,,,,,,no,,,,,GEO,SRA502510,,public,4A0264C22F7808B061FEA7D7BFC7F24E,618274F6CC5830AB10654DB29AB29959,FALSE,,,
SRR5099686,10/30/17 19:11,12/19/16 16:36,9915083,740567274,0,74,144,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099686,SRX2416442,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854008,SAMN06133007,simple,9615,Canis lupus familiaris,GSM2425143,,,,,,,no,,,,,GEO,SRA502510,,public,B53299BA8722C734D94963A700461029,D6A9C59201653400177BA42B18A7C2FE,FALSE,,,
SRR5099687,10/30/17 19:11,12/19/16 16:38,14885158,1112149944,0,74,225,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099687,SRX2416443,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854010,SAMN06133006,simple,9615,Canis lupus familiaris,GSM2425144,,,,,,,no,,,,,GEO,SRA502510,,public,9110FD46D4E60A1078D0C6A31E22CA7B,E7FBBBF6A080716CB76502DF89E60C80,FALSE,,,
SRR5099688,10/30/17 19:11,12/19/16 16:37,16015106,1195961094,0,74,238,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099688,SRX2416444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854009,SAMN06133005,simple,9615,Canis lupus familiaris,GSM2425145,,,,,,,no,,,,,GEO,SRA502510,,public,11CD88BE48E5C8BA1A29122DBB2C666C,A8100665EA3CAC5F55C8F787BDDF5587,FALSE,,,
SRR5099689,10/30/17 19:11,12/19/16 16:37,17218350,1286397398,0,74,252,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099689,SRX2416445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854011,SAMN06133004,simple,9615,Canis lupus familiaris,GSM2425146,,,,,,,no,,,,,GEO,SRA502510,,public,90395FE5BEC3183E916E1117A4D9673B,65FD70EF19F99F8737B451329D0CADB6,FALSE,,,
SRR5099690,10/30/17 19:11,12/19/16 16:39,29941123,2236996643,0,74,469,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099690,SRX2416446,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854012,SAMN06133003,simple,9615,Canis lupus familiaris,GSM2425147,,,,,,,no,,,,,GEO,SRA502510,,public,B6F388D889F525537EDB3327D8722EBA,186F893185D5CCB3CF6885B6525E3B29,FALSE,,,
SRR5099691,10/30/17 19:11,12/19/16 16:49,48391662,3614994093,0,74,767,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099691,SRX2416447,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854013,SAMN06133002,simple,9615,Canis lupus familiaris,GSM2425148,,,,,,,no,,,,,GEO,SRA502510,,public,BA03C4F01E13184665B3CB24AC29E329,30B167DEB3D9A5F8044DDB40F47332D2,FALSE,,,
SRR5099692,10/30/17 19:11,12/19/16 16:50,44234554,3305102991,0,74,692,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099692,SRX2416448,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854014,SAMN06133001,simple,9615,Canis lupus familiaris,GSM2425149,,,,,,,no,,,,,GEO,SRA502510,,public,07B25C8EB070B918319A3882C4E0FD9F,BD189EA2993C80B74F1059555C08B7B6,FALSE,,,
SRR5099693,10/30/17 19:11,12/19/16 16:52,52643996,3933571940,0,74,785,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099693,SRX2416449,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854015,SAMN06133000,simple,9615,Canis lupus familiaris,GSM2425150,,,,,,,no,,,,,GEO,SRA502510,,public,84BAB15E7171B99E8FFE107102836DF9,5A16A642FC37FF75E78045E6CBE7E7E3,FALSE,,,
SRR5099694,10/30/17 19:11,12/19/16 16:41,33993366,2539445972,0,74,562,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099694,SRX2416450,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854016,SAMN06132951,simple,9615,Canis lupus familiaris,GSM2425151,,,,,,,no,,,,,GEO,SRA502510,,public,EAFACFEDAA33B9B789C1D1CF64FFE5BE,287EF2664E616EFB510E716F1F73BB62,FALSE,,,
SRR5099695,10/30/17 19:11,12/19/16 16:50,15811516,1181269405,0,74,233,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099695,SRX2416451,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854017,SAMN06132950,simple,9615,Canis lupus familiaris,GSM2425152,,,,,,,no,,,,,GEO,SRA502510,,public,81A478357369C1B2A406CC5E08680D94,97CF07DF6BC46E7F21E1719D1DF9DC4D,FALSE,,,
